actor_loss,adjusted_no_steps,buffer_size,critic_loss,episode_num,episode_reward,eplenmean,eprewmean,fps,nupdates,sampling_loop,total_timesteps
-36.62656328201294,200,126696,14.343652839660644,9180,80.92193709115342,46.8,80.2183304,9,126696,3,126696
-37.49742422103882,200,127096,15.30576591014862,9190,54.33313085993951,38.6,44.8232736,9,127096,3,127096
-38.01819940567017,200,127748,15.87977778673172,9200,84.04621311301626,74.6,88.5898684,9,127748,3,127748
-38.750210781097415,200,128487,16.05441743850708,9210,145.52137761166364,60.2,74.0106194,9,128487,4,128487
-39.34807462692261,200,129182,15.45513536453247,9220,80.7542316662806,60.4,76.43652460000001,10,129182,4,129182
-40.206518497467044,200,129918,16.50161541223526,9230,137.03912840662747,70.8,86.4899406,10,129918,4,129918
-40.8780828666687,200,130641,17.042712216377257,9240,204.40006236026485,91.8,144.11952379999997,8,130641,4,130641
-41.22656661987305,200,131292,18.07962887763977,9250,68.1339716661183,63.0,97.2621646,8,131292,4,131292
-42.11171367645264,200,131907,18.3616859292984,9260,92.47550031721299,52.4,96.3302506,8,131907,4,131907
-42.301661796569825,200,132693,17.612068557739256,9270,71.4035136398041,58.2,106.0845444,8,132693,4,132693
-42.990917701721195,200,133269,18.275060515403748,9280,59.00993917677229,40.0,65.22335319999999,8,133269,4,133269
-43.467929134368894,200,133810,18.71406946182251,9290,163.72574567038066,57.6,99.1527414,8,133810,4,133810
-44.024891223907474,200,134287,19.381980223655702,9300,73.09758368734828,43.2,70.1728636,8,134287,4,134287
-44.467324047088624,200,134718,20.9143505859375,9310,181.88609818813327,51.8,93.144276,8,134718,4,134718
-44.990081806182864,200,135229,19.85091507434845,9320,67.44226932304419,53.0,95.9148806,8,135229,4,135229
-45.57483060836792,200,135969,21.064427638053893,9330,130.61987159413198,69.0,107.7415064,8,135969,4,135969
-46.132362842559814,200,136545,21.23728491306305,9340,126.39351241060031,62.2,108.1679944,8,136545,4,136545
-46.44174877166748,200,137061,20.81618727207184,9350,122.40185150586295,58.2,104.8297174,8,137061,4,137061
-47.05661573410034,200,137590,21.21743980407715,9360,77.56853341021171,60.6,107.209476,8,137590,4,137590
-47.46966630935669,200,138243,20.7740665102005,9370,71.56382203807381,50.2,78.818751,8,138243,4,138243
-47.81599010467529,200,138794,21.02579301357269,9380,102.02439498702404,60.2,117.7522432,8,138794,4,138794
-48.26604434967041,200,139378,21.78582712650299,9390,65.06298652813588,55.8,104.01639800000001,8,139378,4,139378
-48.83500608444214,200,140013,22.402236261367797,9400,83.97529173974006,47.4,84.3238128,8,140013,4,140013
-49.246336154937744,200,140532,21.856644062995912,9410,61.78477817867267,51.0,86.9055312,7,140532,5,140532
-49.57856037139893,200,141077,22.528185858726502,9420,89.93623266863123,57.4,99.93477859999999,7,141077,5,141077
-50.123043823242185,200,141827,22.766174268722533,9430,79.33196484754995,61.8,80.24775300000002,7,141827,5,141827
-50.23245666503906,200,142401,24.151941585540772,9440,86.9493049361299,39.6,63.52147299999999,7,142401,5,142401
-50.980886135101315,200,143200,22.35582760334015,9450,219.52139693949576,85.4,138.4581774,7,143200,5,143200
-51.21785419464111,200,144052,22.478268389701842,9460,237.9851701345882,110.4,172.9797552,7,144052,5,144052
-51.5195956993103,200,144774,24.169734783172608,9470,265.91926376259346,85.6,109.12820919999999,7,144774,5,144774
-51.67340320587158,200,145446,23.632786383628844,9480,164.35474757873672,49.0,86.60854320000001,7,145446,5,145446
-52.14325944900513,200,146260,23.13542694568634,9490,166.92070906508565,75.6,147.4686102,7,146260,5,146260
-52.56951570510864,200,147178,22.129490518569945,9500,62.02343139435208,102.0,116.60253639999999,7,147178,5,147178
-52.77677066802978,200,148285,23.52448544025421,9510,219.21631339544845,83.8,147.11910419999998,8,148285,5,148285
-53.14037149429321,200,149240,23.497267537117004,9520,339.05097524187187,115.0,208.30697200000003,8,149240,5,149240
-53.60714550018311,200,150062,24.046906867027282,9530,128.1627297883901,67.4,115.8200468,8,150062,5,150062
-53.849198455810544,200,151083,23.419441866874696,9540,295.0688301199361,106.4,162.54052100000004,7,151083,5,151083
-54.00641830444336,200,151819,23.59605634212494,9550,15.179679555414129,86.6,100.374801,7,151819,5,151819
-54.03758279800415,200,152948,22.825573115348817,9560,189.588053371321,124.0,153.8254212,7,152948,5,152948
-54.69408439636231,200,154221,24.026824197769166,9570,121.8933340463327,119.0,178.54513459999998,7,154221,5,154221
-54.937431964874264,200,155070,22.930721530914308,9580,173.17182192630474,78.8,155.02486040000002,7,155070,5,155070
-55.38063669204712,200,156101,23.16883499145508,9590,225.05987072020713,100.2,163.37671220000001,7,156101,5,156101
-55.86810722351074,200,157019,23.79866713523865,9600,165.1139614445887,93.0,175.0057662,7,157019,5,157019
-56.32264680862427,200,157833,22.603134117126466,9610,179.761481561472,78.4,154.6607512,7,157833,6,157833
-56.65012281417847,200,158698,24.227000541687012,9620,230.82011262522667,87.6,165.4511738,7,158698,6,158698
-57.38316764831543,200,159666,23.767081446647644,9630,147.9342150661263,78.6,166.429079,7,159666,6,159666
-57.85187427520752,200,160695,22.76032636165619,9640,193.61016933056723,107.2,192.74965100000003,7,160695,6,160695
-58.17954523086548,200,161715,23.888250613212584,9650,166.14865120875953,94.8,173.8635416,7,161715,6,161715
-59.22347677230835,200,162758,24.289180793762206,9660,240.3771478205354,115.6,200.8895784,7,162758,6,162758
-59.75854288101196,200,163787,23.929020557403565,9670,253.07249266444884,103.4,181.0175218,7,163787,6,163787
-60.485654296875,200,165035,25.18277120113373,9680,259.3976305561693,118.6,215.0310266,7,165035,6,165035
-61.01126037597656,200,166603,23.938228611946105,9690,267.69653966066903,186.0,229.5322122,7,166603,6,166603
-61.43029386520386,200,168004,24.655047526359557,9700,284.2766865215453,174.6,262.305348,7,168004,6,168004
-62.58565898895264,200,169639,25.46705846786499,9710,290.7941252745005,162.0,259.96441219999997,7,169639,6,169639
