eps_num,iter,critic_loss,actor_loss,csc_samples_neg,csc_samples_pos,train_acc,snap_iter,beta_score,main_critic_loss,main_actor_loss,main_beta_score,main_prox_critic,main_prox_actor,main_avg_prox_coef,tidx,avg_rewards,one_raw_reward
8610,80001,0.2547507375478745,0.25197309739887713,6,80,0.9302325581395349,10,1.0,0.04394868051633239,0.000764160496646582,0.0371395,0.12354820501524955,0.03147441896158853,0.1,40,-0.08258285096771964,0.1141065729050749
8610,80001,0.34013733863830564,-0.1021044284105301,5,80,0.9411764705882353,10,1.0,0.0861568714119494,0.013203004031383898,0.06473164,0.19608462162315846,0.03513042548205703,0.1,41,3.352269756940871,0.8551722426256512
8610,80001,0.4233847364783287,0.8018616735935211,5,80,0.9411764705882353,10,1.0,0.07002223278395832,0.016543156751431524,0.056503046,0.1497982032969594,0.03233245456125587,0.1,42,-1.459655596222439,-2.466450444067622
8610,80001,0.7132210105657577,0.3486951246857643,6,80,0.9302325581395349,10,1.0,0.05080292964354158,0.011704895779257641,0.03513257,0.21000640682410449,0.024789808965433622,0.1,43,-1.1384353418153388,-0.82790578500209
8610,80001,0.35167772471904757,0.21039600893855095,5,80,0.9411764705882353,10,1.0,0.05243039497639984,-0.019100301896687596,0.050211776,0.11146934706252068,0.02357987363298889,0.1,44,0.9648302768624812,0.29851757236928134
8610,80001,0.25027783727273345,-0.012273851037025451,5,80,0.9411764705882353,10,1.0,0.0986540259141475,0.0024397650971286567,0.066433825,0.18846632653847337,0.047907165926881136,0.1,45,17.378620571147618,1.206507507244315
8610,80001,0.2301492987200618,0.5247072100639343,6,80,0.9302325581395349,10,1.0,0.04758368047419936,0.00759154065461189,0.033657126,0.11297282951418311,0.024923315170890418,0.1,46,0.05269770884756622,-0.21129169782856816
8610,80001,0.35091490633785727,0.4463451001793146,5,80,0.9411764705882353,10,1.0,0.0487843427574262,0.008083398739181576,0.03368313,0.121667969096452,0.024553856111015192,0.1,47,0.04990070087412096,0.022200174936294503
8610,80001,0.31969942450523375,-0.49290047138929366,5,80,0.9411764705882353,10,1.0,0.056130777159705755,0.0021531243344907127,0.048482586,0.11299632945563644,0.023833615681214722,0.1,48,4.2222956494660595,3.2842801523926606
8610,80001,0.5370534718036651,0.750765010714531,5,80,0.9411764705882353,10,1.0,0.03636195951607078,0.0027387142543466325,0.028035942,0.18724921657238155,0.02708029892317427,0.1,49,-2.6430320783622845,-2.330295983411989
8740,90144,0.3001963019371033,-2.020468282699585,124,200,0.9475308641975309,10,1.0,0.16826733058318497,-1.4353529495000839,0.32373866,0.1310657452046871,0.0009457649993524342,0.1,40,151.91878291555835,65.4190651610223
8740,90144,0.24185436069965363,-2.063988375663757,100,160,0.9692307692307692,10,1.0,0.19784791173413396,-1.58272920191288,0.39540178,0.15415380898863076,0.003301490139353973,0.1,41,146.16670402799042,41.789345831831945
8740,90144,0.1947722353041172,-1.285850751399994,71,120,0.900523560209424,10,1.0,0.20324350433424115,-1.3631204679608344,0.3383748,0.15865916753187775,0.0006702332040123337,0.1,42,18.933731842243464,16.769075086851682
8740,90144,0.29045917838811874,-1.984023642539978,98,160,0.9302325581395349,10,1.0,0.12151437578722835,-1.1853839050233363,0.29528546,0.09273926857858897,0.001380985314160057,0.1,43,66.07556216627499,40.73112558106586
8740,90144,0.33863601088523865,-1.6477018475532532,83,160,0.9300411522633745,10,1.0,0.12619775358587504,-1.019049902111292,0.26524624,0.11347838805057109,0.0009739145819673922,0.1,44,31.788373925735783,28.19533574381436
8740,90144,0.2820994213223457,-2.0740935444831847,103,160,0.9581749049429658,10,1.0,0.17201718483120204,-1.419386310875416,0.33768994,0.1202443159557879,0.0012590662721027003,0.1,45,152.37652699389724,44.856040330508336
8740,90144,0.8837643086910247,-6.499258089065552,123,200,0.9504643962848297,10,1.0,0.21168088223785161,-1.5212939509749412,0.29949456,0.161726532317698,0.0008739220122436109,0.1,46,153.89253509964843,181.66969066927837
8740,90144,0.3535223662853241,-1.1715672612190247,73,120,0.9378238341968912,10,1.0,0.21849015129730107,-1.554777592420578,0.38768467,0.16617287434637545,0.0010252358190041377,0.1,47,29.199976987379003,18.516738219285184
